lru-config2,lime-config2,lime_10ts-config2,lime_14ts-config2,lime_18ts-config2,lime_22ts-config2,lime_26ts-config2,lime_30ts-config2,lime_4ts-config2,lime_ht_16-config2,lime_ht_160-config2,lime_ht_192-config2,lime_ht_32-config2,lime_ht_64-config2,lime_ht_96-config2,lime_pat30-config2,lime_pc10-config2,lime_pc12-config2,lime_pc14-config2,lime_pc18-config2,lime_pc20-config2,lime_pc22-config2,multp-config2,red-config2,red_1_52-config2,red_259-config2,red_268-config2,red_2_60-config2,red_4_66-config2,red_5_69-config2,red_ad-config2,red_ah-config2,red_aq-config2,red_aqp-config2,red_ld-config2,red_lh-config2,red_lq-config2,red_lqp-config2,red_sw3-config2,red_sw4-config2,red_sw5-config2,ship_pp-config2
GemsFDTD_716B,67380.0,78569.0,78552.0,78550.0,78560.0,78559.0,78565.0,78564.0,78558.0,82020.0,78569.0,78569.0,81688.0,80218.0,78947.0,78567.0,78567.0,78569.0,78569.0,78569.0,78569.0,78569.0,81983.0,67378.0,67403.0,67374.0,67373.0,67409.0,67400.0,67466.0,67381.0,67561.0,67556.0,67379.0,67388.0,67396.0,67553.0,67379.0,67428.0,67428.0,67429.0,72272.0
gcc_39B,1437.0,1444.0,1444.0,1444.0,1444.0,1444.0,1444.0,1444.0,1444.0,1444.0,1444.0,1444.0,1444.0,1444.0,1444.0,1444.0,1444.0,1444.0,1444.0,1444.0,1444.0,1444.0,1439.0,1437.0,1437.0,1437.0,1437.0,1437.0,1437.0,1437.0,1437.0,1437.0,1437.0,1437.0,1437.0,1437.0,1437.0,1437.0,1437.0,1437.0,1437.0,1437.0
perlbench_135B,10278.0,11181.0,11184.0,11181.0,11181.0,11184.0,11181.0,11183.0,11180.0,11182.0,11181.0,11181.0,11181.0,11181.0,11181.0,11181.0,11181.0,11181.0,11181.0,11181.0,11181.0,11181.0,22721.0,10113.0,10113.0,10113.0,10113.0,10113.0,10113.0,10113.0,10113.0,10113.0,10334.0,10113.0,10113.0,10113.0,10085.0,10113.0,10113.0,10113.0,10113.0,10221.0
sphinx3_1339B,20285.0,10870.0,10854.0,10850.0,10827.0,10869.0,10843.0,10842.0,10890.0,10353.0,10870.0,10870.0,10360.0,10826.0,10870.0,10870.0,10870.0,10867.0,10866.0,10870.0,10870.0,10870.0,20337.0,19420.0,19421.0,19463.0,19420.0,19420.0,19420.0,19420.0,19463.0,10238.0,11972.0,19463.0,19463.0,10195.0,11266.0,19463.0,19463.0,19463.0,19505.0,10793.0
astar_313B,143499.0,138822.0,138105.0,137695.0,137708.0,137586.0,138700.0,139073.0,137715.0,127979.0,137212.0,137071.0,130452.0,137995.0,138589.0,138321.0,138321.0,138822.0,138822.0,138822.0,138822.0,138822.0,131803.0,124823.0,129203.0,134785.0,124823.0,129123.0,134400.0,137374.0,143159.0,128753.0,130533.0,142942.0,143267.0,125569.0,130666.0,142942.0,143007.0,131308.0,142931.0,132076.0
cactusADM_1039B,3448.0,3823.0,3806.0,3806.0,3806.0,3806.0,3806.0,3806.0,3806.0,3824.0,3823.0,3823.0,3823.0,3823.0,3823.0,3823.0,3823.0,3823.0,3823.0,3823.0,3823.0,3823.0,3515.0,3470.0,3466.0,3471.0,3470.0,3470.0,3470.0,3470.0,3471.0,3534.0,3539.0,3471.0,3471.0,3521.0,3503.0,3471.0,3471.0,3471.0,3458.0,3395.0
sphinx3_883B,31265.0,16471.0,16533.0,16527.0,16521.0,16527.0,16538.0,16530.0,16514.0,17091.0,16471.0,16471.0,17065.0,16471.0,16471.0,16475.0,16475.0,16471.0,16471.0,16471.0,16471.0,16471.0,29492.0,27615.0,27614.0,29797.0,27789.0,27618.0,27619.0,27665.0,29830.0,27419.0,25349.0,29830.0,29830.0,27641.0,26111.0,29830.0,29758.0,29752.0,29778.0,27267.0
perlbench_105B,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0
leslie3d_1186B,21768.0,18231.0,18287.0,18276.0,18197.0,18279.0,18297.0,18298.0,18289.0,18583.0,18216.0,18216.0,18064.0,18122.0,18216.0,18237.0,18237.0,18231.0,18231.0,18231.0,18231.0,18231.0,19472.0,18051.0,17768.0,18410.0,19321.0,17813.0,17949.0,17988.0,19268.0,18278.0,18867.0,19551.0,19080.0,18204.0,17981.0,19551.0,19496.0,19548.0,19306.0,19724.0
omnetpp_17B,149184.0,34920.0,38398.0,33420.0,33777.0,33241.0,40144.0,43378.0,38028.0,40419.0,34920.0,34920.0,34695.0,34852.0,34920.0,34920.0,34920.0,34920.0,34920.0,34920.0,34920.0,34920.0,122538.0,75674.0,75723.0,148852.0,76944.0,75416.0,76714.0,76836.0,148847.0,92009.0,118276.0,148847.0,148847.0,81806.0,102897.0,148847.0,148847.0,148848.0,148847.0,60159.0
zeusmp_600B,394.0,395.0,395.0,395.0,395.0,395.0,395.0,395.0,395.0,395.0,395.0,395.0,395.0,395.0,395.0,395.0,395.0,395.0,395.0,395.0,395.0,395.0,459.0,394.0,394.0,394.0,394.0,394.0,394.0,394.0,394.0,395.0,403.0,394.0,394.0,394.0,400.0,394.0,394.0,394.0,394.0,394.0
gcc_56B,3409.0,4026.0,4069.0,3997.0,4008.0,4128.0,4058.0,3976.0,4018.0,4252.0,4001.0,3981.0,4125.0,4065.0,4059.0,4027.0,4027.0,4026.0,4026.0,4026.0,4026.0,4026.0,3412.0,3409.0,3409.0,3409.0,3409.0,3409.0,3409.0,3409.0,3409.0,3409.0,3409.0,3409.0,3409.0,3409.0,3409.0,3409.0,3409.0,3409.0,3409.0,3412.0
perlbench_53B,10500.0,10786.0,10786.0,10789.0,10788.0,10794.0,10792.0,10790.0,10794.0,11081.0,10786.0,10786.0,10786.0,10786.0,10786.0,10788.0,10788.0,10786.0,10786.0,10786.0,10786.0,10786.0,20292.0,10124.0,10124.0,10124.0,10124.0,10124.0,10124.0,10124.0,10124.0,10124.0,10579.0,10124.0,10124.0,10124.0,10233.0,10124.0,10124.0,10124.0,10124.0,10119.0
cactusADM_734B,2978.0,3108.0,3108.0,3108.0,3108.0,3108.0,3108.0,3108.0,3108.0,3109.0,3108.0,3108.0,3107.0,3108.0,3108.0,3108.0,3108.0,3108.0,3108.0,3108.0,3108.0,3108.0,3029.0,2991.0,2996.0,3000.0,2993.0,2998.0,3004.0,3016.0,2950.0,3004.0,2939.0,2950.0,2950.0,2965.0,2962.0,2950.0,3020.0,3000.0,2998.0,2899.0
lbm_94B,42334.0,44678.0,44754.0,44676.0,44705.0,44775.0,44675.0,44525.0,44754.0,44474.0,44836.0,44813.0,44473.0,44297.0,44473.0,44678.0,44678.0,44678.0,44678.0,44678.0,44678.0,44678.0,44280.0,43220.0,43586.0,42861.0,42678.0,43517.0,43977.0,43988.0,42512.0,43484.0,43594.0,42358.0,42563.0,43575.0,43574.0,42354.0,42662.0,42611.0,42505.0,42248.0
mcf_46B,466194.0,497472.0,497305.0,496388.0,495616.0,495151.0,495728.0,498384.0,498085.0,470147.0,490099.0,496975.0,486490.0,506427.0,502721.0,497618.0,497618.0,497472.0,497472.0,497472.0,497472.0,497472.0,453972.0,452929.0,463118.0,470330.0,470253.0,460081.0,456854.0,458086.0,457515.0,452801.0,499339.0,470381.0,456390.0,453637.0,491809.0,470972.0,470226.0,495853.0,470219.0,397003.0
calculix_3812B,561.0,766.0,766.0,766.0,766.0,766.0,766.0,766.0,766.0,766.0,766.0,766.0,766.0,766.0,766.0,766.0,766.0,766.0,766.0,766.0,766.0,766.0,1498.0,561.0,561.0,561.0,561.0,561.0,561.0,561.0,561.0,561.0,561.0,561.0,561.0,561.0,561.0,561.0,561.0,561.0,561.0,594.0
libquantum_1735B,47889.0,48155.0,48155.0,48155.0,48155.0,48155.0,48155.0,48155.0,48155.0,48153.0,48155.0,48155.0,48153.0,48153.0,48153.0,48155.0,48155.0,48155.0,48155.0,48155.0,48155.0,48155.0,48153.0,48153.0,48153.0,48153.0,47937.0,48153.0,48153.0,48153.0,48145.0,48153.0,48153.0,48133.0,48149.0,48149.0,48153.0,48153.0,47937.0,47937.0,47937.0,48129.0
