lru-config2,lime-config2,lime_10ts-config2,lime_14ts-config2,lime_18ts-config2,lime_22ts-config2,lime_26ts-config2,lime_30ts-config2,lime_4ts-config2,lime_ht_16-config2,lime_ht_160-config2,lime_ht_192-config2,lime_ht_32-config2,lime_ht_64-config2,lime_ht_96-config2,lime_pat30-config2,lime_pc10-config2,lime_pc12-config2,lime_pc14-config2,lime_pc18-config2,lime_pc20-config2,lime_pc22-config2,multp-config2,red-config2,red_1_52-config2,red_259-config2,red_268-config2,red_2_60-config2,red_4_66-config2,red_5_69-config2,red_ad-config2,red_ah-config2,red_aq-config2,red_aqp-config2,red_ld-config2,red_lh-config2,red_lq-config2,red_lqp-config2,red_sw3-config2,red_sw4-config2,red_sw5-config2,ship_pp-config2
cactusADM_1495B,1111.0,3046.0,3046.0,3046.0,3046.0,3046.0,3046.0,3046.0,3046.0,3109.0,3046.0,3046.0,3046.0,3046.0,3046.0,3046.0,3046.0,3046.0,3046.0,3046.0,3046.0,3046.0,275.0,1062.0,1125.0,1002.0,886.0,1125.0,989.0,1028.0,883.0,1739.0,3490.0,883.0,883.0,1768.0,3198.0,883.0,917.0,974.0,972.0,2838.0
astar_23B,189422.0,140646.0,140659.0,140680.0,140646.0,140664.0,140291.0,140672.0,140725.0,140229.0,140732.0,140701.0,140449.0,140403.0,140434.0,140646.0,140646.0,140646.0,140646.0,140646.0,140646.0,140646.0,188473.0,189833.0,189833.0,189833.0,189833.0,189833.0,189833.0,189833.0,189833.0,189704.0,189210.0,189833.0,189833.0,189746.0,189498.0,189833.0,189833.0,189833.0,189833.0,186769.0
soplex_205B,117757.0,107958.0,109813.0,106213.0,108847.0,108441.0,108103.0,107228.0,105083.0,109413.0,108427.0,108439.0,112039.0,110119.0,107974.0,108111.0,108111.0,108030.0,107958.0,107958.0,107958.0,107958.0,100145.0,135071.0,134146.0,127348.0,125680.0,134641.0,134541.0,133403.0,124761.0,132524.0,124335.0,127236.0,125429.0,132603.0,124695.0,127236.0,127388.0,127642.0,126914.0,129091.0
libquantum_964B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lbm_564B,2546.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,765.0,1295.0,905.0,2131.0,1542.0,981.0,619.0,639.0,2264.0,965.0,719.0,2477.0,2211.0,890.0,687.0,2490.0,2423.0,2467.0,2517.0,2024.0
soplex_66B,84894.0,85060.0,89601.0,88678.0,85548.0,88566.0,87587.0,84395.0,90183.0,93396.0,85277.0,85277.0,93353.0,92243.0,86495.0,84674.0,84674.0,84694.0,85060.0,85060.0,85060.0,85060.0,66868.0,97644.0,98061.0,91156.0,93580.0,98375.0,97248.0,95495.0,95300.0,100113.0,89186.0,92352.0,96594.0,100788.0,90917.0,92272.0,95272.0,87884.0,92156.0,103284.0
mcf_158B,548256.0,211198.0,213125.0,210953.0,211582.0,210915.0,211829.0,213890.0,216245.0,214727.0,209902.0,208547.0,216209.0,219643.0,212270.0,211128.0,211128.0,211198.0,211198.0,211198.0,211198.0,211198.0,246949.0,572659.0,576896.0,561466.0,561605.0,579576.0,618866.0,617884.0,572243.0,529375.0,483017.0,567968.0,572745.0,553077.0,485618.0,568509.0,561527.0,561528.0,561527.0,272130.0
GemsFDTD_712B,5077.0,491.0,488.0,491.0,487.0,490.0,497.0,488.0,491.0,80.0,491.0,492.0,483.0,488.0,499.0,491.0,491.0,491.0,491.0,491.0,491.0,491.0,2423.0,45853.0,44782.0,24811.0,17513.0,46609.0,45590.0,45617.0,35000.0,8192.0,6125.0,5731.0,38660.0,13056.0,7232.0,23736.0,5729.0,7796.0,5729.0,8783.0
wrf_1212B,772.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,576.0,772.0,772.0,772.0,772.0,772.0,772.0,772.0,772.0,772.0,772.0,772.0,772.0,772.0,772.0,772.0,772.0,772.0,772.0,772.0
wrf_1650B,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
GemsFDTD_716B,152872.0,62538.0,62472.0,62446.0,62539.0,62494.0,62502.0,62511.0,62472.0,62871.0,62538.0,62538.0,62857.0,62742.0,62592.0,62494.0,62494.0,62538.0,62538.0,62538.0,62538.0,62538.0,57351.0,153286.0,152350.0,153608.0,153898.0,152372.0,151976.0,151307.0,153513.0,153128.0,153049.0,153973.0,153344.0,153198.0,152983.0,153973.0,152369.0,152369.0,152279.0,151746.0
gcc_39B,7.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
