lru-config2,lime-config2,lime_10ts-config2,lime_14ts-config2,lime_18ts-config2,lime_22ts-config2,lime_26ts-config2,lime_30ts-config2,lime_4ts-config2,lime_ht_16-config2,lime_ht_160-config2,lime_ht_192-config2,lime_ht_32-config2,lime_ht_64-config2,lime_ht_96-config2,lime_pat30-config2,lime_pc10-config2,lime_pc12-config2,lime_pc14-config2,lime_pc18-config2,lime_pc20-config2,lime_pc22-config2,multp-config2,red-config2,red_1_52-config2,red_259-config2,red_268-config2,red_2_60-config2,red_4_66-config2,red_5_69-config2,red_ad-config2,red_ah-config2,red_aq-config2,red_aqp-config2,red_ld-config2,red_lh-config2,red_lq-config2,red_lqp-config2,red_sw3-config2,red_sw4-config2,red_sw5-config2,ship_pp-config2
leslie3d_1186B,53623.0,29852.0,31143.0,31127.0,31132.0,31132.0,31155.0,31153.0,31143.0,23775.0,31107.0,31107.0,26370.0,28092.0,29174.0,29852.0,29852.0,29852.0,29852.0,29852.0,29852.0,29852.0,22883.0,28074.0,27278.0,29070.0,52937.0,28075.0,28062.0,28020.0,44503.0,23483.0,22502.0,53831.0,37863.0,23654.0,25850.0,53831.0,53830.0,53835.0,37368.0,27208.0
omnetpp_17B,947.0,485.0,475.0,484.0,488.0,484.0,479.0,475.0,481.0,491.0,485.0,485.0,483.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,382.0,832.0,836.0,947.0,861.0,835.0,927.0,877.0,947.0,841.0,939.0,947.0,947.0,932.0,935.0,947.0,947.0,947.0,947.0,771.0
zeusmp_600B,5978.0,5955.0,5955.0,5955.0,5955.0,5955.0,5955.0,5955.0,5955.0,5955.0,5955.0,5955.0,5955.0,5955.0,5955.0,5955.0,5955.0,5955.0,5955.0,5955.0,5955.0,5955.0,69.0,5972.0,5972.0,5972.0,5972.0,5972.0,5972.0,5972.0,5972.0,5339.0,3036.0,5972.0,5972.0,5973.0,3684.0,5972.0,5972.0,5972.0,5972.0,5145.0
gcc_56B,1067889.0,1065357.0,1065346.0,1065767.0,1065556.0,1065375.0,1065040.0,1064934.0,1065228.0,1064901.0,1065463.0,1065525.0,1064949.0,1065143.0,1065219.0,1065298.0,1065298.0,1065357.0,1065357.0,1065357.0,1065357.0,1065357.0,1067889.0,1067889.0,1067889.0,1067889.0,1067889.0,1067889.0,1067889.0,1067889.0,1067889.0,1067889.0,1067889.0,1067889.0,1067889.0,1067889.0,1067889.0,1067889.0,1067889.0,1067889.0,1067889.0,1067888.0
perlbench_53B,16843.0,14808.0,14810.0,14808.0,14808.0,14808.0,14808.0,14808.0,14808.0,14688.0,14808.0,14808.0,14800.0,14808.0,14808.0,14807.0,14807.0,14808.0,14808.0,14808.0,14808.0,14808.0,14366.0,16840.0,16840.0,16840.0,16840.0,16840.0,16840.0,16840.0,16840.0,16840.0,16809.0,16840.0,16840.0,16840.0,16839.0,16840.0,16840.0,16840.0,16840.0,16588.0
cactusADM_734B,30943.0,30953.0,30953.0,30953.0,30953.0,30953.0,30953.0,30953.0,30953.0,29107.0,30953.0,30953.0,30953.0,30953.0,30953.0,30953.0,30953.0,30953.0,30953.0,30953.0,30953.0,30953.0,1879.0,30086.0,29753.0,30085.0,29909.0,30034.0,30127.0,30127.0,30941.0,25464.0,17126.0,30941.0,30941.0,26746.0,18285.0,30941.0,30941.0,30941.0,30102.0,21494.0
lbm_94B,254517.0,180971.0,180754.0,180699.0,187293.0,186205.0,178606.0,174072.0,185556.0,30808.0,193866.0,202448.0,62550.0,156356.0,170405.0,180971.0,180971.0,180971.0,180971.0,180971.0,180971.0,180971.0,58248.0,66677.0,65326.0,179513.0,142984.0,66948.0,70648.0,71167.0,211756.0,44114.0,32600.0,254519.0,203950.0,45565.0,33761.0,238884.0,236741.0,228102.0,246492.0,119741.0
mcf_46B,227299.0,172499.0,166105.0,167704.0,156289.0,160918.0,168889.0,161938.0,165604.0,126344.0,162539.0,171539.0,125001.0,163588.0,172449.0,172451.0,172451.0,172499.0,172499.0,172499.0,172499.0,172499.0,139676.0,136269.0,124947.0,227200.0,226559.0,125850.0,139961.0,136809.0,219636.0,105599.0,81458.0,227179.0,219057.0,105806.0,82997.0,227177.0,227212.0,227138.0,227185.0,160842.0
calculix_3812B,32036.0,21996.0,21996.0,21996.0,21996.0,21996.0,21996.0,21996.0,21996.0,21996.0,21996.0,21996.0,21996.0,21996.0,21996.0,21996.0,21996.0,21996.0,21996.0,21996.0,21996.0,21996.0,21389.0,32036.0,32036.0,32036.0,32036.0,32036.0,32036.0,32036.0,32036.0,32036.0,30664.0,32036.0,32036.0,32036.0,32036.0,32036.0,32036.0,32036.0,32036.0,31315.0
libquantum_1735B,123588.0,10107.0,10107.0,10107.0,10107.0,10107.0,10107.0,10107.0,10107.0,5.0,10107.0,10107.0,80.0,4001.0,10107.0,10107.0,10107.0,10107.0,10107.0,10107.0,10107.0,10107.0,247.0,608.0,475.0,608.0,123588.0,551.0,604.0,600.0,1377.0,108.0,128.0,54280.0,504.0,588.0,462.0,8152.0,123588.0,123588.0,123588.0,1500.0
